ddxplus_evidence_id,ddxplus_code_question,question_en,is_antecedent,data_type,default_value,possible_values_count,value_meaning_count,internal_symptom_code_guess,internal_context_code_guess,internal_body_region_guess,mapping_role,match_type,review_status,approved_internal_code,review_notes
E_126,E_126,Do you have liver cirrhosis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_127,E_127,Do you feel that your eyes produce excessive tears?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_128,E_128,Have you ever felt like you were suffocating for a very short time associated with inability to breathe or speak?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_129,E_129,"Do you have any lesions, redness or problems on your skin that you believe are related to the condition you are consulting for?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_13,E_13,Do you find that your symptoms have worsened over the last 2 weeks and that progressively less effort is required to cause the symptoms?,False,B,0,0,0,,worsening,,context,keyword,needs_review,,
E_130,E_129,What color is the rash?,False,C,V_11,6,6,rash,,skin,symptom,keyword,needs_review,,
E_131,E_129,Do your lesions peel off?,False,C,V_10,2,2,,,,,unmapped,needs_review,,
E_132,E_129,Is the rash swollen?,False,C,0,11,0,rash,,skin,symptom,keyword,needs_review,,
E_133,E_129,Where is the affected region located?,False,M,V_123,165,165,,,,,unmapped,needs_review,,
E_134,E_129,How intense is the pain caused by the rash?,False,C,0,11,0,rash,,skin,symptom,keyword,needs_review,,
E_135,E_129,Is the lesion (or are the lesions) larger than 1cm?,False,C,V_10,2,2,,,,,unmapped,needs_review,,
E_136,E_129,How severe is the itching?,False,C,0,11,0,itching,,skin,symptom,keyword,needs_review,,
E_137,E_137,Have you ever had surgery to remove lymph nodes?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_138,E_138,Do you suffer from fibromyalgia?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_139,E_139,Do you have a known heart defect?,True,B,0,0,0,hearing_change,,ear_nose_throat,symptom,keyword,needs_review,,
E_14,E_14,Do you have chest pain even at rest?,False,B,0,0,0,pain,,chest,symptom,keyword,needs_review,,
E_140,E_140,Have you recently had stools that were black (like coal)?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_141,E_141,Did you have your first menstrual period before the age of 12?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_142,E_142,Does your mother suffer from asthma?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_143,E_143,"Do you exercise regularly, 4 times per week or more?",True,B,0,0,0,,,,,unmapped,needs_review,,
E_144,E_144,Do you have diffuse (widespread) muscle pain?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_145,E_145,Do you have very abundant or very long menstruation periods?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_146,E_146,Are you taking any new oral anticoagulants ((NOACs)?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_147,E_147,"Have you been treated in hospital recently for nausea, agitation, intoxication or aggressive behavior and received medication via an intravenous or intramuscular route?",True,B,0,0,0,nausea,,abdomen,symptom,keyword,needs_review,,
E_148,E_148,Are you feeling nauseous or do you feel like vomiting?,False,B,0,0,0,vomiting,,abdomen,symptom,keyword,needs_review,,
E_149,E_149,Do you take a calcium channel blockers (medication)?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_15,E_15,Have you started or taken any antipsychotic medication within the last 7 days?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_150,E_150,Have you been able to pass stools or gas since your symptoms increased?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_151,E_151,Do you have swelling in one or more areas of your body?,False,B,0,0,0,swelling,,skin,symptom,keyword,needs_review,,
E_152,E_151,Where is the swelling located?,False,M,V_123,165,165,swelling,,skin,symptom,keyword,needs_review,,
E_153,E_153,Are you being treated for osteoporosis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_154,E_154,Is your skin much paler than usual?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_155,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",False,B,0,0,0,palpitation,,chest,symptom,keyword,needs_review,,
E_156,E_156,"Have you had weakness or paralysis on one side of the face, which may still be present or completely resolved?",False,B,0,0,0,,one_sided,,context,keyword,needs_review,,
E_157,E_157,"Have you recently had numbness, loss of sensation or tingling, in both arms and legs and around your mouth?",False,B,0,0,0,numbness,,arm_hand,symptom,keyword,needs_review,,
E_158,E_158,Were you diagnosed with endocrine disease or a hormone dysfunction?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_159,E_159,Did you lose consciousness?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_16,E_16,Do you feel anxious?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_160,E_160,Were you born prematurely or did you suffer any complication at birth?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_161,E_161,Have you recently had a loss of appetite or do you get full more quickly then usually?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_162,E_162,Have you had an involuntary weight loss over the last 3 months?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_163,E_163,Have you had any vaginal discharge?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_164,E_164,Do you feel your heart is beating very irregularly or in a disorganized pattern?,False,B,0,0,0,hearing_change,,ear_nose_throat,symptom,keyword,needs_review,,
E_165,E_165,Have any of your family members ever had a pneumothorax?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_166,E_166,Did you vomit after coughing?,False,B,0,0,0,vomiting,,abdomen,symptom,keyword,needs_review,,
E_167,E_167,Do you think you are pregnant or are you currently pregnant?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_168,E_168,Do you have trouble keeping your tongue in your mouth?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_169,E_169,Is your nose or the back of your throat itchy?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_17,E_17,Are you of Asian descent?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_170,E_170,Do you have severe itching in one or both eyes?,False,B,0,0,0,itching,,skin,symptom,keyword,needs_review,,
E_171,E_171,Do you feel like you are detached from your own body or your surroundings?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_172,E_172,Do you have a hard time opening/raising one or both eyelids?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_173,E_173,"Do you have a burning sensation that starts in your stomach then goes up into your throat, and can be associated with a bitter taste in your mouth?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_174,E_174,Have you been unintentionally losing weight or have you lost your appetite?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_175,E_175,"Have you noticed any new fatigue, generalized and vague discomfort, diffuse (widespread) muscle aches or a change in your general well-being related to your consultation today?",False,B,0,0,0,fatigue,,general,symptom,keyword,needs_review,,
E_176,E_176,"Did you previously, or do you currently, have any weakness/paralysis in one or more of your limbs or in your face?",False,B,0,0,0,,neurologic_deficit,,context,keyword,needs_review,,
E_177,E_177,"Do you currently, or did you ever, have numbness, loss of sensitivity or tingling anywhere on your body?",False,B,0,0,0,numbness,,arm_hand,symptom,keyword,needs_review,,
E_178,E_178,Have you noticed any unusual bleeding or bruising related to your consultation today?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_179,E_179,Have you noticed light red blood or blood clots in your stool?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_18,E_18,Do you have cystic fibrosis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_180,E_180,Are you unable to control the direction of your eyes?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_181,E_181,Do you have nasal congestion or a clear runny nose?,False,B,0,0,0,nasal_congestion,,ear_nose_throat,symptom,keyword,needs_review,,
E_182,E_182,Do you have greenish or yellowish nasal discharge?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_183,E_183,Do you live in a rural area?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_184,E_184,Do you take medication that dilates your blood vessels?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_185,E_185,Have you ever had a head trauma?,True,B,0,0,0,,after_injury,,context,keyword,needs_review,,
E_186,E_186,Have you ever been diagnosed with obstructive sleep apnea (OSA)?,True,B,0,0,0,,sleep_deprivation,,context,keyword,needs_review,,
E_187,E_187,Did you eat dark-fleshed fish (such as tuna) or Swiss cheese before the reaction occurred?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_188,E_188,Do you have pale stools and dark urine?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_189,E_189,Have you had sexual intercourse with an HIV-positive partner in the past 12 months?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_19,E_19,Have you been diagnosed with hyperthyroidism?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_190,E_190,Have you noticed that you produce more saliva than usual?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_191,E_191,Are you a former smoker?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_192,E_192,Do you feel that muscle spasms or soreness in your neck are keeping you from turning your head to one side?,False,B,0,0,0,,one_sided,,context,keyword,needs_review,,
E_193,E_193,"Do you have annoying muscle spasms in your face, neck or any other part of your body?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_194,E_194,Have you noticed a high pitched sound when breathing in?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_195,E_195,Do you live in the suburbs?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_196,E_196,Have you had surgery within the last month?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_197,E_197,Do you have a known kidney problem resulting in an inability to retain proteins?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_198,E_198,Do you work in agriculture?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_199,E_199,Do you work in construction?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_2,E_2,Are you infected with the human immunodeficiency virus (HIV)?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_20,E_20,Do you have Rheumatoid Arthritis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_200,E_200,Do you work in the mining sector?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_201,E_201,Do you have a cough?,False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_202,E_202,Does the person have a whooping cough?,False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_203,E_203,Do you have intense coughing fits?,False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_204,E_204,Have you traveled out of the country in the last 4 weeks?,True,C,V_10,12,12,,,,,unmapped,needs_review,,
E_205,E_205,Do you suddenly have difficulty or an inability to open your mouth or have jaw pain when opening it?,False,B,0,0,0,,sudden_onset,,context,keyword,needs_review,,
E_206,E_206,Do you have painful mouth ulcers or sores?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_207,E_207,Do you live in in a big city?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_208,E_208,"Is your BMI less than 18.5, or are you underweight?",True,B,0,0,0,,,,,unmapped,needs_review,,
E_209,E_209,Are your vaccinations up to date?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_21,E_21,Have you ever had a spontaneous pneumothorax?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_210,E_210,Have you recently thrown up blood or something resembling coffee beans?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_211,E_211,Have you vomited several times or have you made several efforts to vomit?,False,B,0,0,0,vomiting,,abdomen,symptom,keyword,needs_review,,
E_212,E_212,"Have you noticed that the tone of your voice has become deeper, softer or hoarse?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_213,E_213,Have you recently taken decongestants or other substances that may have stimulant effects?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_214,E_214,Have you noticed a wheezing sound when you exhale?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_215,E_215,Do you have symptoms that get worse after eating?,False,B,0,0,0,,worsening,,context,keyword,needs_review,,
E_216,E_216,Do you have pain that is increased with movement?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_217,E_217,Are your symptoms worse when lying down and alleviated while sitting up?,False,B,0,0,0,,worsening,,context,keyword,needs_review,,
E_218,E_218,Do you have symptoms that are increased with physical exertion but alleviated with rest?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_219,E_219,Are your symptoms more prominent at night?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_22,E_22,Do you have a known issue with one of your heart valves?,True,B,0,0,0,hearing_change,,ear_nose_throat,symptom,keyword,needs_review,,
E_220,E_220,Do you have pain that is increased when you breathe in deeply?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_221,E_221,"Are the symptoms or pain increased with coughing, with an effort like lifting a weight or from forcing a bowel movement?",False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_222,E_222,Are you exposed to secondhand cigarette smoke on a daily basis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_223,E_223,Are there members of your family who have been diagnosed with pancreatic cancer?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_224,E_224,Do you have family members who have had lung cancer?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_225,E_225,Do you have close family members who had a cardiovascular disease problem before the age of 50?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_226,E_226,Are you more likely to develop common allergies than the general population?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_227,E_227,Are you immunosuppressed?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_23,E_23,Do you ever temporarily stop breathing while you’re asleep?,False,B,0,0,0,,sleep_deprivation,,context,keyword,needs_review,,
E_24,E_24,Have you ever had a diagnosis of anemia?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_25,E_25,Have any of your family members been diagnosed with cluster headaches?,True,B,0,0,0,pain,,head_face,symptom,keyword,needs_review,,
E_26,E_26,Do you have any family members who have been diagnosed with anemia?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_27,E_27,Have you ever had a sexually transmitted infection?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_28,E_28,Are there any members of your family who have been diagnosed myasthenia gravis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_29,E_29,Do any members of your immediate family have a psychiatric illness?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_3,E_3,Have you ever had a pericarditis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_30,E_30,Do you feel your abdomen is bloated or distended (swollen due to pressure from inside)?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_31,E_31,Do you have severe Chronic Obstructive Pulmonary Disease (COPD)?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_32,E_32,Do you have a decrease in appetite?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_33,E_33,Do you have pain that improves when you lean forward?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_34,E_34,Do you have an active cancer?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_35,E_35,Do you regularly drink coffee or tea?,True,B,0,0,0,,alcohol_yesterday,,context,keyword,needs_review,,
E_37,E_36,Do you have metastatic cancer?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_38,E_38,Do you have pain or weakness in your jaw?,False,B,0,0,0,fatigue,,general,symptom,keyword,needs_review,,
E_39,E_39,Have you felt confused or disorientated lately?,False,B,0,0,0,,altered_mental_status,,context,keyword,needs_review,,
E_4,E_4,Have you or any member of your family ever had croup?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_40,E_40,Have you been in contact with someone who has had pertussis (whoooping cough)?,True,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_41,E_41,Have you been in contact with a person with similar symptoms in the past 2 weeks?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_42,E_42,Have you been in contact with or ate something that you have an allergy to?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_43,E_43,Have you lost consciousness associated with violent and sustained muscle contractions or had an absence episode?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_44,E_44,Do you take corticosteroids?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_45,E_45,Have you been coughing up blood?,False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_46,E_46,Have you had 2 or more asthma attacks in the past year?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_47,E_47,Do you suffer from Crohn’s disease or ulcerative colitis (UC)?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_48,E_48,Do you live with 4 or more people?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_49,E_49,Do you attend or work in a daycare?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_5,E_5,Have you ever had fluid in your lungs?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_50,E_50,Have you had significantly increased sweating?,False,B,0,0,0,,cold_sweat,,context,keyword,needs_review,,
E_51,E_51,Have you had diarrhea or an increase in stool frequency?,False,B,0,0,0,diarrhea,,abdomen,symptom,keyword,needs_review,,
E_52,E_52,Do you have the perception of seeing two images of a single object seen overlapping or adjacent to each other (double vision)?,False,B,0,0,0,vision_change,,eye,symptom,keyword,needs_review,,
E_53,E_53,"Do you have pain somewhere, related to your reason for consulting?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_54,E_53,Characterize your pain:,False,M,V_11,16,16,,,,,unmapped,needs_review,,
E_55,E_53,Do you feel pain somewhere?,False,M,V_123,165,165,,,,,unmapped,needs_review,,
E_56,E_53,How intense is the pain?,False,C,0,11,0,,,,,unmapped,needs_review,,
E_57,E_53,Does the pain radiate to another location?,False,M,V_123,165,165,,radiating_left_arm_or_jaw_or_back,,context,keyword,needs_review,,
E_58,E_53,How precisely is the pain located?,False,C,0,11,0,,,,,unmapped,needs_review,,
E_59,E_53,How fast did the pain appear?,False,C,0,11,0,,,,,unmapped,needs_review,,
E_6,E_6,Do you have chronic pancreatitis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_60,E_60,Do you consume energy drinks regularly?,True,B,0,0,0,,alcohol_yesterday,,context,keyword,needs_review,,
E_61,E_61,Are you currently using intravenous drugs?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_62,E_62,Do you regularly take stimulant drugs?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_63,E_63,Do you have difficulty articulating words/speaking?,False,B,0,0,0,,speech_difficulty,,context,keyword,needs_review,,
E_64,E_64,Do you feel out of breath with minimal physical effort?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_65,E_65,"Do you have difficulty swallowing, or have a feeling of discomfort/blockage when swallowing?",False,B,0,0,0,,,,,unmapped,needs_review,,
E_66,E_66,Are you experiencing shortness of breath or difficulty breathing in a significant way?,False,B,0,0,0,shortness_of_breath,,chest,symptom,keyword,needs_review,,
E_67,E_67,Do you have bouts of choking or shortness of breath that wake you up at night?,False,B,0,0,0,shortness_of_breath,,chest,symptom,keyword,needs_review,,
E_69,E_68,Do you have diabetes?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_7,E_7,Do you have a poor diet?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_70,E_70,Are you significantly overweight compared to people of the same height as you?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_71,E_71,Do you have high cholesterol or do you take medications to treat high cholesterol?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_72,E_72,Have you had one or several flare ups of chronic obstructive pulmonary disease (COPD) in the past year?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_73,E_73,"In the last month, have you been in contact with anyone infected with the Ebola virus?",True,B,0,0,0,,,,,unmapped,needs_review,,
E_74,E_74,Have you noticed a diffuse (widespread) redness in one or both eyes?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_75,E_75,Do you feel like you are (or were) choking or suffocating?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_76,E_76,Do you feel slightly dizzy or lightheaded?,False,B,0,0,0,dizziness,,head_face,symptom,keyword,needs_review,,
E_77,E_77,Do you have a cough that produces colored or more abundant sputum than usual?,False,B,0,0,0,cough,,general,symptom,keyword,needs_review,,
E_78,E_78,Do you drink alcohol excessively or do you have an addiction to alcohol?,True,B,0,0,0,,alcohol_yesterday,,context,keyword,needs_review,,
E_79,E_79,Do you smoke cigarettes?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_8,E_8,Do you currently undergo dialysis?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_80,E_80,Have you ever been diagnosed with depression?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_81,E_81,Do you suffer from chronic anxiety?,True,B,0,0,0,,stress,,context,keyword,needs_review,,
E_82,E_82,Do you feel lightheaded and dizzy or do you feel like you are about to faint?,False,B,0,0,0,dizziness,,head_face,symptom,keyword,needs_review,,
E_83,E_83,Have you noticed weakness in your facial muscles and/or eyes?,False,B,0,0,0,fatigue,,general,symptom,keyword,needs_review,,
E_84,E_84,Do you feel weakness in both arms and/or both legs?,False,B,0,0,0,fatigue,,general,symptom,keyword,needs_review,,
E_86,E_86,"Do you have any close family members who suffer from allergies (any type), hay fever or eczema?",True,B,0,0,0,fever,,general,symptom,keyword,needs_review,,
E_87,E_85,Do you have any family members who have asthma?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_88,E_88,Do you feel so tired that you are unable to do your usual activities or are you stuck in your bed all day long?,False,B,0,0,0,fatigue,,general,symptom,keyword,needs_review,,
E_89,E_89,Do you constantly feel fatigued or do you have non-restful sleep?,False,B,0,0,0,,sleep_deprivation,,context,keyword,needs_review,,
E_9,E_9,Do you have swollen or painful lymph nodes?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_90,E_90,Do your symptoms of muscle weakness increase with fatigue and/or stress?,False,B,0,0,0,,stress,,context,keyword,needs_review,,
E_91,E_91,Do you have a fever (either felt or measured with a thermometer)?,False,B,0,0,0,fever,,general,symptom,keyword,needs_review,,
E_92,E_92,Did your cheeks suddenly turn red?,False,B,0,0,0,,sudden_onset,,context,keyword,needs_review,,
E_93,E_93,"Do you have numbness, loss of sensation or tingling in the feet?",False,B,0,0,0,numbness,,arm_hand,symptom,keyword,needs_review,,
E_94,E_94,Have you had chills or shivers?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_95,E_95,Do you have Parkinson’s disease?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_96,E_96,Have you gained weight recently?,False,B,0,0,0,,,,,unmapped,needs_review,,
E_97,E_97,Do you have a sore throat?,False,B,0,0,0,sore_throat,,ear_nose_throat,symptom,keyword,needs_review,,
E_98,E_98,Do you have a hiatal hernia?,True,B,0,0,0,,,,,unmapped,needs_review,,
E_99,E_99,Have you ever had a migraine or is a member of your family known to have migraines?,True,B,0,0,0,,,,,unmapped,needs_review,,
